0,Sentence,Trigger,Multiclass
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"During the continuance of any Trigger Period, on each Payment Date, except during the continuance of a Mortgage Loan Event of Default, all funds deposited into the Cash Management Account will be applied on such Payment Date in the following order of priority: (1) funds sufficient to pay the next monthly deposit to the Tax Account as described in “—Reserve Accounts—Tax Account” above; (2) to the Insurance Account, to make any required payments of Insurance Funds as described in “—Reserve Accounts—Insurance Account” above; (3) to the Mortgage Lender, funds sufficient to pay the Monthly Interest Payment Amount, together with any other amounts then due to the Mortgage Lender for late payment charges and any other amounts due to the Mortgage Lender under the Mortgage Loan Documents including, without limitation, interest at the Default Rate, applied first to the payment of interest computed at the Interest Rate with the remainder applied in the following order (x) to pay late payment charges, and (y) to pay interest at the Default Rate; (4) to the Mortgage Lender, of any other amounts then due and payable under the Mortgage Loan Documents; (5) to the Borrower, funds in an amount equal to the monthly operating expenses set forth in the Approved Annual Budget for the calendar month in which the applicable Payment Date occurs; (6) to the Borrower, payments for extraordinary operating expenses, if any; (7) to the Capital Expenditure Account, to make the required payments of Capital Expenditure Funds as described in “—Reserve Accounts—Capital Expenditure Account” above; (8) to the Rollover Reserve Account, to make the required payments of Rollover Reserve Funds as described in “—Reserve Accounts—Rollover Reserve Account” above; (9) unless a Mortgage Loan Event of Default has occurred and is continuing, to an account for the benefit of the Mezzanine Lender funds in an amount equal to the monthly debt service payment under the Mezzanine Loan (calculated at the regular, non-default interest rate) due and owing on the next Payment Date; and (10) lastly, all remaining amounts (the “Available Cash”) will be deposited into the Cash Collateral Account and held and applied as described in “—Reserve Accounts—Cash Collateral Account” above.",Loan default,0
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"Upon the occurrence and during the continuance of a Mortgage Loan Event of Default, the Mortgage Lender may, in addition to any and all other rights and remedies available to the Mortgage Lender with respect to the Mortgage Loan, apply any amounts then on deposit in the related Cash Management Account to the payment of the related indebtedness in any order, proportion and priority as the Mortgage Lender may determine in its sole and absolute discretion; provided, that notwithstanding the continuance of a Mortgage Loan Event of Default, if the indebtedness has not been accelerated, the Mortgage Lender will continue to make disbursements from the applicable reserve funds for taxes and insurance premiums.",Loan default,0
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,The Mortgage Loan is structured with a hard lockbox and springing cash management during a Trigger Period (as defined herein).,Unspecified,0
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"If no Trigger Period exists, such funds will be disbursed to or as directed by the Borrower, or if a Trigger Period exists, such funds will be applied and disbursed in accordance with the Mortgage Loan documents.",Unspecified,0
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"During a Trigger Period, all excess cash after payment of the monthly debt service on the Mortgage Loan and the Mezzanine Loan, all required reserves and budgeted operating expenses will be reserved as additional collateral for the Mortgage Loan.",Unspecified,0
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"A “Trigger Period” will be continuing (i) during an uncured, unwaived event of default under the Mortgage Loan documents or (ii) when the debt yield (as calculated under the Mortgage Loan documents) as of any fiscal quarter is less than 5.25% with respect to the Total Debt or 5.86% with respect to the Mortgage Loan until the debt yield equals or exceeds 5.25% (with respect to the Total Debt) or 5.86% (with respect to the Mortgage Loan) on any subsequent quarterly calculation date (a “Low Debt Yield Trigger Period”).",Loan default,1
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"A “Trigger Period” will be continuing (i) during an uncured, unwaived event of default under the Mortgage Loan documents or (ii) when the debt yield (as calculated under the Mortgage Loan documents) as of any fiscal quarter is less than 5.25% with respect to the Total Debt or 5.86% with respect to the Mortgage Loan until the debt yield equals or exceeds 5.25% (with respect to the Total Debt) or 5.86% (with respect to the Mortgage Loan) on any subsequent quarterly calculation date (a “Low Debt Yield Trigger Period”).",Debt yield fall,1
20171019_02EFSE_Prospectus_SD000000002376978886.pdf,"A “Trigger Period” will be continuing (i) during an uncured, unwaived event of default under the Mortgage Loan documents or (ii) when the debt yield (as calculated under the Mortgage Loan documents) as of any fiscal quarter is less than 5.25% with respect to the Total Debt or 5.86% with respect to the Mortgage Loan until the debt yield equals or exceeds 5.25% (with respect to the Total Debt) or 5.86% (with respect to the Mortgage Loan) on any subsequent quarterly calculation date (a “Low Debt Yield Trigger Period”).",Aggregate debt yield fall,1
20180125_02FE6L_Prospectus_SD000000002394837596.pdf,"Following the occurrence and during the continuation of a Cash Sweep Period, the Borrower is required to establish and maintain a separate eligible account (the “Cash Management Account”) for the benefit of the Mortgage Lender.",Unspecified,0
20180125_02FE6L_Prospectus_SD000000002394837596.pdf,"During the continuance of a Mortgage Loan Event of Default, the Mortgage Lender is required to apply all funds on deposit in the Cash Management Account for the payment of the indebtedness under the Mortgage Loan documents as described in “Description of the Mortgage Loan—Cash Management.”",Loan default,0
20180125_02FE6L_Prospectus_SD000000002394837596.pdf,"“Cash Sweep Cure Date” means the first date following the occurrence of a Cash Sweep Event on which (i) with respect to a Cash Sweep Event caused by a Debt Yield Trigger Event, a Debt Yield Trigger Event Cure has taken place, (ii) with respect to a Cash Sweep Event caused by a Mortgage Loan Event of Default, no such Mortgage Loan Event of Default is continuing, (iii) with respect to a Cash Sweep Event caused by a Mezzanine Loan Event of Default, no such Mezzanine Loan Event of Default is continuing or (iv) with respect to a Cash Sweep Event as a result of a bankruptcy or insolvency event with respect to the Borrower, if the bankruptcy or insolvency event was an involuntary action not consented to by the Borrower or any SPE Constituent Entity, such action being discharged, stayed or dismissed within 90 days of its filing.",Loan default,1
